Parcel Number,Class,County,Price,List Date,List Price,Selling Price,Selling Price,Days On Market,Days On MLS,Closed Date,Date History Status,Price / SqFt,List Price / SqFt,Sold Price/SqFt,Original Price,Date Price Change,How Sold Code,Address,City,State,Zip Code,SFHeatCool,Year Built,Baths,Bedrooms,Half-Baths,Condition,Listing Type,Listing Visibility Type,AddtRentYN,# Tenants,# Floors,Cap Rate %,Condition,Date Leased,For Comp Purposes Only Y/N,MLS Only Entry Y/N (No Services Provided),Number of Acres,Pass Thru Exp/SF Annual,Price/SqFt Annual,Price/SqFt Monthly,Sale/Rent,Short Sale Y/N,Taxes - Annual,Total # of Units,# of Garage Spaces,Garage Y/N,Net Operating Income,Pool Y/N,Zoning,Bank Owned Y/N,Auction
9013208002,AT,Alachua,"$162,000 ",4/10/2017,"$162,000 ","$162,000 ",,94,94,7/13/2017,7/24/2017,$91.11 ,,$91.11 ,"$162,000 ",4/10/2017,CONVENTIONAL,1660 NW 22nd Circle,Gainesville,FL,32605,"1,778",1985,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,356 ",,2,Yes,,,,No,No
6099010030,AT,Alachua,"$180,000 ",9/16/2019,"$199,000 ","$180,000 ",,44,44,10/30/2019,10/30/2019,$141.54 ,,$128.02 ,"$199,000 ",10/30/2019,CONVENTIONAL,2369 NW 34 Avenue,Gainesville,FL,32605,"1,406",2007,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,764 ",,2,Yes,,,,No,No
06500-144-000,AT,Alachua,"$91,000 ",10/22/2018,"$95,000 ","$91,000 ",,38,38,11/29/2018,11/29/2018,$64.02 ,,$61.32 ,"$95,000 ",11/29/2018,CASH,507 NW 39 Road 144,Gainesville,FL,32607,"1,484",1969,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,560 ",,,No,,,,No,No
06500-231-000,AT,Alachua,"$53,500 ",2/1/2017,"$57,500 ","$53,500 ",,21,21,2/22/2017,2/22/2017,$63.89 ,,$59.44 ,"$57,500 ",2/22/2017,CASH,507 NW 39 Road 231,Gainesville,FL,32607,900,1976,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,088 ",,,No,,,,No,No
06500-316-000,AT,Alachua,"$89,900 ",10/24/2019,"$89,900 ","$89,900 ",,57,56,12/20/2019,12/23/2019,$59.93 ,,$59.93 ,"$98,000 ",11/25/2019,CASH,507 NW 39th Road 316,Gainesville,FL,32605,"1,500",1969,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,584 ",,,No,,,,No,No
6655114706,AT,Alachua,"$58,000 ",3/9/2018,"$60,000 ","$58,000 ",,47,46,4/25/2018,4/27/2018,$59.82 ,,$57.83 ,"$60,000 ",4/27/2018,CASH,6519 W Newberry Road 706,Gainesville,FL,32605,"1,003",1972,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$865 ,,,No,,,,No,No
07294-202-023,AT,Alachua,"$61,000 ",3/3/2017,"$61,000 ","$61,000 ",,70,70,5/12/2017,5/20/2017,$101.67 ,,$101.67 ,"$61,000 ",3/3/2017,CONVENTIONAL,3705 SW 27th Street 1023,Gainesville,FL,32607,600,1996,1,1,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$988 ,,,No,,,,No,No
06579-053-033,AT,Alachua,"$183,000 ",4/17/2019,"$182,500 ","$183,000 ",,36,35,5/23/2019,5/28/2019,$115.21 ,,$115.53 ,"$182,500 ",5/28/2019,CONVENTIONAL,440 NW 50TH Boulevard,Gainesville,FL,32607,"1,584",1999,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,253 ",,1,Yes,,,,No,No
09013-011-032,AT,Alachua,"$150,000 ",5/23/2018,"$150,000 ","$150,000 ",,35,34,6/27/2018,6/27/2018,$116.91 ,,$116.91 ,"$150,000 ",5/24/2018,CASH,1719 NW 23rd Avenue 3B,Gainesville,FL,32605,"1,283",1972,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,174 ",,,No,,,,No,No
06735-139-002,AT,Alachua,"$96,000 ",5/8/2018,"$95,000 ","$96,000 ",,27,25,6/15/2018,6/20/2018,$92.05 ,,$93.02 ,"$95,000 ",6/20/2018,CASH,4009 SW 21ST Road,Gainesville,FL,32607,"1,032",1983,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,054 ",,,No,,,,No,No
14552-903-000,AT,Alachua,"$239,000 ",5/29/2018,"$249,000 ","$239,000 ",,154,154,10/31/2018,11/5/2018,$229.49 ,,$220.28 ,"$274,900 ",11/5/2018,OTHER,408 W UNIVERSITY Avenue 9C,Gainesville,FL,32601,"1,085",1983,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,832 ",,1,Yes,,,,No,No
06655-100-115,AT,Alachua,"$120,000 ",5/2/2019,"$124,900 ","$120,000 ",,61,61,7/2/2019,7/3/2019,$128.50 ,,$123.46 ,"$124,900 ",7/3/2019,CASH,7132 SW 4th Road 115,Gainesville,FL,32607,972,2007,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,735 ",,,No,,,,No,No
06735-123-004,AT,Alachua,"$91,300 ",6/1/2018,"$89,000 ","$91,300 ",,38,38,7/9/2018,7/10/2018,$81.35 ,,$83.46 ,"$89,000 ",7/10/2018,CONVENTIONAL,2139 SW 39th Way,Gainesville,FL,32607,"1,094",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,200 ",,,No,,,,No,No
06853-115-302,AT,Alachua,"$170,000 ",2/28/2019,"$173,000 ","$170,000 ",,76,75,5/15/2019,5/15/2019,$120.06 ,,$117.97 ,"$183,000 ",5/15/2019,CONVENTIONAL,9127 SW 52ND Avenue 302,Gainesville,FL,32608,"1,441",2006,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,760 ",,,No,,,,No,No
7296030049,AT,Alachua,"$76,000 ",6/12/2018,"$83,900 ","$76,000 ",,13,13,6/25/2018,6/25/2018,$73.66 ,,$66.73 ,"$83,900 ",6/25/2018,CASH,2853 SW 38 Place,Gainesville,FL,32608,"1,139",1986,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,551 ",,,No,,,,No,No
07297-021-005,AT,Alachua,"$138,000 ",4/15/2018,"$140,000 ","$138,000 ",,50,45,6/4/2018,6/15/2018,$112.00 ,,$110.40 ,"$140,000 ",6/15/2018,CASH,2951 SW 35 Place 144,Gainesville,FL,32608,"1,250",2006,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,062 ",,,No,,,,No,No
07891-030-233,AT,Alachua,"$189,900 ",9/18/2019,"$189,900 ","$189,900 ",,42,41,10/30/2019,10/31/2019,$156.43 ,,$156.43 ,"$189,900 ",9/19/2019,CONVENTIONAL,2235 NW 52nd Place,Gainesville,FL,32605,"1,214",2014,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,908 ",,1,Yes,,,,No,No
06126-027-000,AT,Alachua,"$110,000 ",5/23/2018,"$110,000 ","$110,000 ",,50,50,7/12/2018,7/25/2018,$96.41 ,,$96.41 ,"$110,000 ",5/23/2018,CONVENTIONAL,5431 NW 33RD Place,Gainesville,FL,32606,"1,141",1985,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,882 ",,,No,,,,No,No
07929-114-037,AT,Alachua,"$143,000 ",3/22/2019,"$144,900 ","$143,000 ",,54,54,5/17/2019,5/17/2019,$130.78 ,,$129.06 ,"$144,900 ",5/17/2019,CONVENTIONAL,4133 NW 18TH Drive,Gainesville,FL,32605,"1,108",1984,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,$771 ,,1,Yes,,,,No,Yes
06237-016-001,AT,Alachua,"$154,000 ",10/10/2018,"$149,900 ","$154,000 ",,794,794,12/20/2019,1/9/2019,$94.28 ,,$96.86 ,"$159,900 ",1/9/2019,FHA,2909 NW 104TH Court,Gainesville,FL,32606,"1,590",2000,2,3,1,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,707 ",,1,Yes,,,,No,No
07305-003-005,AT,Alachua,"$90,000 ",11/13/2018,"$96,000 ","$90,000 ",,71,71,8/9/2019,8/10/2019,$88.24 ,,$82.72 ,"$90,500 ",8/10/2019,CASH,2735 SW 35TH Place 305,Gainesville,FL,32608,"1,088",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,386 ",,,No,,,,No,No
 09013-011-054,AT,Alachua,"$165,000 ",8/1/2019,"$165,000 ","$165,000 ",,138,137,12/17/2019,12/18/2019,$105.91 ,,$105.91 ,"$165,000 ",8/2/2019,CASH,1719 NW 23rd Avenue 5D,Gainesville,FL,32605,"1,558",1972,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,024 ",,,No,,,,No,No
06765-080-805,AT,Alachua,"$100,000 ",1/24/2018,"$104,000 ","$100,000 ",,153,152,6/26/2018,6/27/2018,$117.12 ,,$112.61 ,"$104,000 ",6/27/2018,CASH,2360 SW Archer Road 805,Gainesville,FL,32608,888,1996,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,423 ",,,No,,,,No,No
06860-040-006,AT,Alachua,"$173,500 ",6/5/2019,"$173,500 ","$173,500 ",,40,40,7/15/2019,7/18/2019,$151.00 ,,$151.00 ,"$167,900 ",6/7/2019,CONVENTIONAL,5327 SW 88TH Court,Gainesville,FL,32608,"1,149",1983,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,107 ",,,No,,,,No,No
06077-100-013,AT,Alachua,"$112,500 ",5/10/2018,"$109,900 ","$112,500 ",,43,43,6/22/2018,6/26/2018,$78.95 ,,$80.82 ,"$109,900 ",6/26/2018,VA,2424 NW 45 Lane,Gainesville,FL,32605,"1,392",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$750 ,,,No,,,,No,No
06686-059-000,AT,Alachua,"$118,000 ",2/8/2019,"$118,000 ","$118,000 ",,105,78,5/24/2019,6/28/2019,$89.33 ,,$89.33 ,"$118,000 ",3/7/2019,CONVENTIONAL,4307 SW 21st Lane,Gainesville,FL,32607,"1,321",1985,2,3,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,670 ",,,No,,,,No,No
06680-031-017,AT,Alachua,"$132,000 ",6/18/2019,"$139,900 ","$132,000 ",,30,30,7/18/2019,7/18/2019,$102.12 ,,$96.35 ,"$139,900 ",7/18/2019,CASH,844 SW 57th Terrace,Gainesville,FL,32607,"1,370",1987,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$710 ,,,No,,,,No,No
06685-114-001,AT,Alachua,"$100,400 ",6/13/2019,"$104,900 ","$100,400 ",,26,26,7/9/2019,7/12/2019,$92.59 ,,$88.61 ,"$104,900 ",7/12/2019,CASH,2300 SW 43rd Street N-1,Gainesville,FL,32607,"1,133",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,259 ",,,No,,,,No,No
06386-010-049,AT,Alachua,"$150,000 ",7/20/2018,"$158,900 ","$150,000 ",,199,199,2/8/2019,2/11/2019,$94.36 ,,$89.07 ,"$169,500 ",2/11/2019,CASH,915 NW 42ND Terrace,Gainesville,FL,32605,"1,684",1988,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,590 ",,1,Yes,,,,No,No
09762-012-000,AT,Alachua,"$52,500 ",4/23/2019,"$53,500 ","$52,500 ",,119,118,8/20/2019,8/23/2019,$99.07 ,,$97.22 ,"$53,500 ",8/23/2019,CASH,501 NW 15th Avenue 12,Gainesville,FL,32601,540,1965,1,1,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$785 ,,,No,,,,No,No
14567-040-417,AT,Alachua,"$250,000 ",9/19/2017,"$260,000 ","$250,000 ",,69,69,11/27/2017,11/28/2017,$142.62 ,,$137.14 ,"$260,000 ",11/28/2017,OTHER,201 SE 2ND AVENUE,Gainesville,FL,32601,"1,823",2000,3,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,250 ",,1,Yes,,,,Undisclosed,No
07284-400-308,AT,Alachua,"$148,000 ",2/13/2019,"$150,000 ","$148,000 ",,30,29,3/15/2019,3/19/2019,$127.44 ,,$125.74 ,"$150,000 ",3/19/2019,CASH,4000 SW 23rd Street 4-308,Gainesville,FL,32608,"1,177",1999,4,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,112 ",,,No,,,,No,No
06655-100-151,AT,Alachua,"$141,350 ",4/16/2019,"$146,500 ","$141,350 ",,51,50,6/6/2019,6/7/2019,$101.74 ,,$98.16 ,"$146,500 ",6/7/2019,CASH,7174 SW 5TH Road 151,Gainesville,FL,32607,"1,440",2007,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,158 ",,,No,,,,No,No
06877-433-002,AT,Alachua,"$85,000 ",4/10/2019,"$79,900 ","$85,000 ",,40,39,5/20/2019,5/20/2019,$70.21 ,,$74.69 ,"$79,900 ",5/20/2019,CONVENTIONAL,6932 SW 46th Avenue,Gainesville,FL,32608,"1,138",1986,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$1,463 ",,,No,,,,No,No
07284-300-205,AT,Alachua,"$135,000 ",10/18/2018,"$139,900 ","$135,000 ",,197,196,5/3/2019,5/13/2019,$118.86 ,,$114.70 ,"$144,900 ",5/13/2019,CASH,4000 SW 23rd Street 3-205,Gainesville,FL,32608,"1,177",1999,4,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,923 ",,,No,,,,No,No
07297-010-106,AT,Alachua,"$113,000 ",6/22/2018,"$115,000 ","$113,000 ",,70,70,8/31/2018,9/5/2018,$103.23 ,,$101.44 ,"$119,000 ",9/5/2018,CASH,3521 SW 30TH Way 106,Gainesville,FL,32608,"1,114",2002,2,2,1,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,729 ",,,No,,,,No,No
09009-010-217,AT,Alachua,"$127,000 ",7/30/2018,"$127,000 ","$127,000 ",,11,11,8/10/2018,8/17/2018,$122.35 ,,$122.35 ,"$127,000 ",7/30/2018,CASH,2217 NW 16TH Terrace,Gainesville,FL,32605,"1,038",2005,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,086 ",,,No,,,,No,No
07242-070-006,AT,Alachua,"$105,000 ",5/12/2019,"$105,000 ","$105,000 ",,38,36,6/19/2019,6/19/2019,$89.90 ,,$89.90 ,"$105,000 ",5/14/2019,CONVENTIONAL,4411 SW 34th Street 706,Gainesville,FL,32608,"1,168",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,462 ",,,No,,,,No,No
06680-101-018,AT,Alachua,"$136,000 ",11/14/2017,"$142,000 ","$136,000 ",,201,201,6/13/2018,6/13/2018,$84.37 ,,$80.81 ,"$149,900 ",6/13/2018,CASH,817 SW 50TH Way,Gainesville,FL,32607,"1,683",1985,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,648 ",,1,Yes,,,,No,No
SW 43rd Street to the en,AT,Alachua,"$128,000 ",9/21/2018,"$140,000 ","$128,000 ",,76,76,12/6/2018,12/6/2018,$122.59 ,,$112.08 ,"$140,000 ",12/6/2018,CASH,4237 SW 22nd Lane #138,Gainesville,FL,32607,"1,142",2005,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,837 ",,,No,,,,No,No
07300-501-000,AT,Alachua,"$94,000 ",10/16/2019,"$100,000 ","$94,000 ",,29,29,11/14/2019,11/14/2019,$82.78 ,,$77.81 ,"$100,000 ",11/14/2019,CASH,2635 SW 35 Place 501,Gainesville,FL,32608,"1,208",1983,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,501 ",,,No,,,,No,No
6126,AT,Alachua,"$117,000 ",10/16/2019,"$123,000 ","$117,000 ",,63,62,12/18/2019,12/18/2019,$132.40 ,,$125.94 ,"$123,000 ",12/18/2019,CONVENTIONAL,3315 NW 53 Terrace,Gainesville,FL,32606,929,1985,2,2,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,773 ",,,No,,,,No,No
06735-108-003,AT,Alachua,"$72,500 ",10/16/2017,"$77,500 ","$72,500 ",,39,40,11/24/2017,8/8/2018,$74.09 ,,$69.31 ,"$77,500 ",8/8/2018,CASH,2106 SW 39TH Drive,Gainesville,FL,32607,"1,046",1984,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,052 ",,,No,,,,No,No
06850-028-014,AT,Alachua,"$229,000 ",4/6/2018,"$224,900 ","$229,000 ",,55,55,5/31/2018,6/4/2018,$152.89 ,,$155.68 ,"$224,900 ",6/4/2018,OTHER,7654 SW 26TH Avenue,Gainesville,FL,32608,"1,471",2014,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,432 ",,2,Yes,,,,No,No
06735-145-002,AT,Alachua,"$86,250 ",5/25/2019,"$94,500 ","$86,250 ",,31,31,6/25/2019,7/3/2019,$90.34 ,,$82.46 ,"$94,500 ",7/3/2019,CASH,4030 SW 21ST Lane,Gainesville,FL,32607,"1,046",1984,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$1,281 ",,,No,,,,No,No
06819-020-042,AT,Alachua,"$137,500 ",9/8/2018,"$139,900 ","$137,500 ",,33,32,10/11/2018,10/11/2018,$123.37 ,,$121.25 ,"$139,900 ",10/11/2018,CASH,4700 SW ARCHER Road 42,Gainesville,FL,32608,"1,134",1997,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,200 ",,1,Yes,,,,No,No
06680-030-017,AT,Alachua,"$100,000 ",6/8/2018,"$104,900 ","$100,000 ",,21,21,6/29/2018,7/3/2018,$94.85 ,,$90.42 ,"$109,900 ",7/3/2018,CASH,5709 SW 10TH Place,Gainesville,FL,32607,"1,106",1987,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,673 ",,,No,,,,No,No
06500-329-000,AT,Alachua,"$65,000 ",11/29/2016,"$69,990 ","$65,000 ",,169,168,5/17/2017,5/20/2017,$46.66 ,,$43.33 ,"$79,900,000 ",5/20/2017,CASH,507 NW 39th Road 329,Gainesville,FL,32607,"1,500",1969,2,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,492 ",,,No,,,,No,No
07294-114-003,AT,Alachua,"$75,000 ",10/1/2018,"$75,000 ","$75,000 ",,44,44,11/14/2018,11/21/2018,$75.00 ,,$75.00 ,"$75,000 ",10/1/2018,CONVENTIONAL,4007 SW 26 Terrace C,Gainesville,FL,32608,"1,000",1980,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,171 ",,,No,,,,No,No
07242-090-008,AT,Alachua,"$77,000 ",3/2/2018,"$79,500 ","$77,000 ",,58,58,4/29/2018,4/30/2018,$68.07 ,,$65.92 ,"$79,500 ",4/30/2018,CONVENTIONAL,4411 SW 34 Street 908,Gainesville,FL,32608,"1,168",1985,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,249 ",,,No,,,,No,No
06685-104-002,AT,Alachua,"$80,000 ",7/10/2019,"$80,000 ","$80,000 ",,27,27,8/6/2019,8/6/2019,$75.33 ,,$75.33 ,"$80,000 ",7/10/2019,CONVENTIONAL,2300 SW 43 Street D2,Gainesville,FL,32607,"1,062",1985,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$312 ,,,No,,,,No,No
6500330000,AT,Alachua,"$68,000 ",4/10/2017,"$69,990 ","$68,000 ",,32,32,5/12/2017,5/20/2017,$46.66 ,,$45.33 ,"$69,990 ",6/5/2017,CASH,507 NW 39th Road 330,Gainesville,FL,32607,"1,500",1969,2,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,493 ",,,No,,,,No,No
6655503007,AT,Alachua,"$94,000 ",3/27/2017,"$102,000 ","$94,000 ",,85,85,6/28/2017,7/5/2017,$73.70 ,,$67.92 ,"$102,000 ",7/5/2017,CASH,501 SW 75th Street C7,Gainesville,FL,32607,"1,384",1977,3,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,201 ",,,No,,,,No,No
15633-064-004,AT,Alachua,"$107,000 ",6/14/2018,"$117,000 ","$107,000 ",,211,211,1/11/2019,1/11/2019,$120.00 ,,$109.74 ,"$125,900 ",1/11/2019,CASH,1064 SW 14TH Avenue D,Gainesville,FL,32601,975,1987,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$656 ,,,No,,,,No,No
06653-029-000,AT,Alachua,"$75,000 ",2/28/2018,"$78,500 ","$75,000 ",,79,79,5/18/2018,5/21/2018,$73.36 ,,$70.09 ,"$78,500 ",5/21/2018,CONVENTIONAL,7200 SW 8TH Avenue E29,Gainesville,FL,32607,"1,070",1984,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,043 ",,,No,,,,No,No
06655-115-804,AT,Alachua,"$65,000 ",3/3/2018,"$53,900 ","$65,000 ",,11,11,3/14/2018,5/8/2018,$53.74 ,,$64.81 ,"$53,500 ",5/8/2018,CASH,6519 W NEWBERRY Road 804,Gainesville,FL,32605,"1,003",1972,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$831 ,,,No,,,,No,No
06860-170-070,AT,Alachua,"$160,000 ",11/19/2018,"$180,000 ","$160,000 ",,352,536,12/20/2019,12/23/2019,$123.80 ,,$110.04 ,"$199,999 ",12/23/2019,CONVENTIONAL,10000 SW 52ND Avenue M-70,Gainesville,FL,32608,"1,454",1998,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,654 ",,1,Yes,,,,No,No
07929-101-001,AT,Alachua,"$130,000 ",1/24/2018,"$130,000 ","$130,000 ",,35,35,2/28/2018,2/28/2018,$113.04 ,,$113.04 ,"$130,000 ",1/24/2018,CONVENTIONAL,4140 NW 18 Drive,Gainesville,FL,32605,"1,150",1984,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,923 ",,1,Yes,,,,No,No
07929-117-047,AT,Alachua,"$145,000 ",4/12/2018,"$145,000 ","$145,000 ",,50,50,6/1/2018,6/1/2018,$100.21 ,,$100.21 ,"$145,000 ",4/12/2018,CONVENTIONAL,4136 NW 18 Drive,Gainesville,FL,32605,"1,447",1984,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,739 ",,1,Yes,,,,No,No
07294-110-003,AT,Alachua,"$83,000 ",6/10/2019,"$92,500 ","$83,000 ",,59,58,8/8/2019,8/8/2019,$92.50 ,,$83.00 ,"$92,500 ",8/8/2019,OTHER,3905 SW 26TH Terrace C,Gainesville,FL,32608,"1,000",1980,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$438 ,,,No,,,,No,No
07294-214-001,AT,Alachua,"$72,500 ",5/16/2019,"$75,000 ","$72,500 ",,97,96,8/21/2019,8/21/2019,$76.37 ,,$73.83 ,"$79,000 ",8/21/2019,CASH,4015 SW 26TH Drive A,Gainesville,FL,32608,982,1981,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$934 ,,,No,,,,No,No
07332-201-019,AT,Alachua,"$55,000 ",6/4/2019,"$61,000 ","$55,000 ",,132,132,10/14/2019,10/14/2019,$111.31 ,,$100.36 ,"$62,500 ",10/14/2019,CASH,2490 SW 14 Drive 19,Gainesville,FL,32608,548,1979,1,1,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$883 ,,,No,,,,No,No
07284-100-102,AT,Alachua,"$138,000 ",1/27/2019,"$145,000 ","$138,000 ",,31,30,2/27/2019,2/28/2019,$123.19 ,,$117.25 ,"$145,000 ",2/28/2019,CASH,4000 SW 23rd Street 1-102,Gainesville,FL,32608-0000,"1,177",1999,4,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,112 ",,,No,,,,No,No
06539-101-002,AT,Alachua,"$90,000 ",7/6/2018,"$100,000 ","$90,000 ",,55,55,8/30/2018,8/30/2018,$77.52 ,,$69.77 ,"$100,000 ",8/30/2018,CONVENTIONAL,5524 SW 4th Place,Gainesville,FL,32607,"1,290",1985,2,3,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$1,404 ",,,No,,,,No,No
07294-211-008,AT,Alachua,"$60,000 ",1/29/2018,"$62,000 ","$60,000 ",,144,144,6/22/2018,6/22/2018,$68.89 ,,$66.67 ,"$62,000 ",6/22/2018,CONVENTIONAL,3934 SW 26TH Drive 8,Gainesville,FL,32608,900,1981,1,2,1,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$771 ,,,No,,,,No,No
07300-802-000,AT,Alachua,"$90,000 ",3/24/2019,"$92,900 ","$90,000 ",,96,94,6/28/2019,6/28/2019,$92.81 ,,$89.91 ,"$95,000 ",6/28/2019,CASH,2635 SW 35th Place 802,Gainesville,FL,32608,"1,001",1983,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,229 ",,,No,,,,No,No
07301-605-000,AT,Alachua,"$78,500 ",6/19/2018,"$82,000 ","$78,500 ",,27,27,7/16/2018,7/16/2018,$81.92 ,,$78.42 ,"$82,000 ",7/16/2018,CASH,2635 SW 35 Place 1605,Gainesville,FL,32608,"1,001",1983,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,124 ",,,No,,,,No,No
